Gene	Symbol	Mock.no4sU.A Readcount	Mock.1h.A Readcount	Mock.2h.A Readcount	Mock.2h.B Readcount	Mock.3h.A Readcount	Mock.4h.A Readcount	SARS.no4sU.A Readcount	SARS.1h.A Readcount	SARS.2h.A Readcount	SARS.2h.B Readcount	SARS.3h.A Readcount	SARS.4h.A Readcount	Mock.1h.A 0.05 quantile	Mock.1h.A Mean	Mock.1h.A MAP	Mock.1h.A 0.95 quantile	Mock.2h.A 0.05 quantile	Mock.2h.A Mean	Mock.2h.A MAP	Mock.2h.A 0.95 quantile	Mock.2h.B 0.05 quantile	Mock.2h.B Mean	Mock.2h.B MAP	Mock.2h.B 0.95 quantile	Mock.3h.A 0.05 quantile	Mock.3h.A Mean	Mock.3h.A MAP	Mock.3h.A 0.95 quantile	Mock.4h.A 0.05 quantile	Mock.4h.A Mean	Mock.4h.A MAP	Mock.4h.A 0.95 quantile	SARS.1h.A 0.05 quantile	SARS.1h.A Mean	SARS.1h.A MAP	SARS.1h.A 0.95 quantile	SARS.2h.A 0.05 quantile	SARS.2h.A Mean	SARS.2h.A MAP	SARS.2h.A 0.95 quantile	SARS.2h.B 0.05 quantile	SARS.2h.B Mean	SARS.2h.B MAP	SARS.2h.B 0.95 quantile	SARS.3h.A 0.05 quantile	SARS.3h.A Mean	SARS.3h.A MAP	SARS.3h.A 0.95 quantile	SARS.4h.A 0.05 quantile	SARS.4h.A Mean	SARS.4h.A MAP	SARS.4h.A 0.95 quantile	Mock.1h.A alpha	Mock.1h.A beta	Mock.2h.A alpha	Mock.2h.A beta	Mock.2h.B alpha	Mock.2h.B beta	Mock.3h.A alpha	Mock.3h.A beta	Mock.4h.A alpha	Mock.4h.A beta	SARS.1h.A alpha	SARS.1h.A beta	SARS.2h.A alpha	SARS.2h.A beta	SARS.2h.B alpha	SARS.2h.B beta	SARS.3h.A alpha	SARS.3h.A beta	SARS.4h.A alpha	SARS.4h.A beta	Length
ENSG00000131747	TOP2A	3115.5	23646	16921	22175.5	27060	19707.3333	544	4564	4057.5	6015.5	1622	1901.5	0.06	0.0637	0.0636	0.0674	0.1769	0.1831	0.183	0.1893	0.1797	0.1851	0.185	0.1904	0.243	0.2483	0.2483	0.2537	0.3593	0.3663	0.3663	0.3732	0.1415	0.1538	0.1535	0.1665	0.3908	0.4086	0.4084	0.4265	0.41	0.4246	0.4245	0.4393	0.4745	0.5035	0.5032	0.5323	0.4969	0.5232	0.5229	0.5493	751.3825	11047.2023	1907.93	8514.097	2650.284	11671.4405	4378.4841	13253.242	4762.3949	8239.6232	344.8183	1896.9265	838.1514	1213.1469	1300.2772	1761.9579	407.69	402.1204	513.8205	468.4511	5758
ENSG00000073584	SMARCE1	605.5	5029.5	4427	4780.25	6954	6516.0833	175	1135.8333	1327.5	1578.75	507.6667	742.5	0.0733	0.0827	0.0823	0.0926	0.198	0.212	0.2117	0.2263	0.1887	0.2012	0.201	0.214	0.281	0.2929	0.2927	0.3049	0.3463	0.3593	0.3592	0.3724	0.1453	0.1728	0.1714	0.2018	0.4425	0.4786	0.478	0.5146	0.5265	0.5601	0.5598	0.5933	0.5196	0.5775	0.5767	0.634	0.6187	0.6659	0.6658	0.7113	182.404	2023.2811	478.8789	1779.9043	545.972	2167.0245	1146.4357	2768.0552	1319.7621	2353.172	83.3975	399.3777	248.1612	270.4467	333.5206	262.0451	115.9337	84.9036	186.3016	93.5598	5840
ENSG00000172057	ORMDL3	1525.5	18187	14753.75	13178.75	25379.0833	20651.5	352	4448.5	5060	5572	2383	2897.25	0.0361	0.0398	0.0397	0.0436	0.2168	0.2244	0.2243	0.2321	0.1909	0.1984	0.1983	0.206	0.3367	0.3433	0.3433	0.3499	0.4905	0.4984	0.4984	0.5062	0.0675	0.0774	0.077	0.0878	0.2926	0.308	0.3078	0.3235	0.2927	0.3075	0.3073	0.3223	0.3836	0.408	0.4077	0.4326	0.5434	0.567	0.5668	0.5903	295.9683	7146.5925	1819.0512	6286.5962	1483.0818	5992.0799	4836.8807	9251.8724	5476.6424	5512.4094	145.4456	1733.9974	741.45	1665.9856	807.0773	1817.9559	444.8416	645.491	686.1499	524.1439	2230
ENSG00000008838	MED24	611	8405	6924.5	5511	10647.6667	9228.5	182.5	2349.5	2868	2610	1181.5	1593	0.0245	0.0293	0.0291	0.0345	0.1837	0.1945	0.1943	0.2054	0.1728	0.1844	0.1842	0.1963	0.2804	0.2903	0.2902	0.3002	0.3985	0.41	0.4099	0.4216	0.0647	0.0788	0.0779	0.094	0.3822	0.4058	0.4054	0.4295	0.3497	0.3738	0.3734	0.3982	0.5339	0.5749	0.5744	0.6152	0.722	0.758	0.7579	0.7921	89.8883	2973.9262	704.1166	2916.8463	545.9533	2414.5694	1645.4635	4022.9099	2008.6325	2890.409	71.8484	839.9203	473.3819	693.3122	402.2926	673.9322	229.3477	169.6804	305.3324	97.6193	3896
ENSG00000126368	NR1D1	79	935	973.5	699.5	1420.5	1220.5	173	414	842	638.5	568	1027	0.3362	0.3786	0.3773	0.4215	0.8035	0.8495	0.8496	0.8899	0.7933	0.847	0.8472	0.8933	0.8334	0.8698	0.87	0.902	0.8994	0.9368	0.9372	0.9654	0.4134	0.4863	0.4836	0.5585	0.8456	0.9038	0.9039	0.9484	0.8869	0.9554	0.9583	0.988	0.9673	1	1	0.9993	0.9886	1	1	0.9998	132.0322	216.8174	156.4676	27.8614	117.7993	21.4239	225.1784	33.8465	135.8041	9.3176	61.9537	65.5665	79.1713	8.5838	44.7902	2.452	94.3276	1.0733	265.6497	1.0196	2772
ENSG00000118680	MYL12B	730.3333	7055.9167	6271.9167	6851.5	11148.5	9444.25	119.3333	1090.25	1295.9167	1579.8333	625.5	838.6667	0.0218	0.0265	0.0262	0.0316	0.0742	0.0817	0.0815	0.0894	0.0654	0.072	0.0718	0.0788	0.0887	0.0945	0.0944	0.1005	0.12	0.1269	0.1268	0.134	0.0605	0.0796	0.078	0.1008	0.2273	0.2549	0.254	0.2833	0.1995	0.2231	0.2224	0.2475	0.2341	0.274	0.2723	0.3153	0.2849	0.3209	0.3198	0.3577	76.6208	2811.4925	288.4393	3242.9987	287.3205	3704.8221	635.6989	6089.4233	773.4043	5320.2027	38.567	445.5199	166.4913	486.7898	181.8542	633.1543	89.2346	236.5282	142.4716	301.5279	1249
ENSG00000179134	SAMD4B	346	4100	3775	2794.5	5248.5	4618.5	108	1609.5	1727	1612.5	722	740	0.0468	0.0559	0.0554	0.0657	0.2568	0.274	0.2737	0.2914	0.224	0.2428	0.2423	0.2619	0.3963	0.4128	0.4126	0.4294	0.5669	0.5855	0.5854	0.6039	0.0383	0.0525	0.0512	0.0685	0.401	0.4329	0.4323	0.4649	0.3136	0.344	0.3432	0.3749	0.52	0.5737	0.5728	0.6262	0.708	0.7632	0.763	0.8138	89.3092	1508.0566	490.7527	1300.583	335.7968	1047.416	989.6344	1407.7864	1123.9201	795.9426	30.8517	556.3688	281.1362	368.3457	222.7562	424.8378	134.1193	99.766	132.5415	41.2537	4519
ENSG00000125740	FOSB	8	217	302	297	419	262.3333	170	99	933.5	697	652	780	0.5603	0.6612	0.6593	0.754	0.81	0.8949	0.8965	0.9549	0.8108	0.8895	0.8913	0.9477	0.7838	0.844	0.8451	0.8956	0.7724	0.8457	0.8476	0.9065	0.6791	0.8477	0.8565	0.9561	0.9832	1	1	0.9997	0.9764	1	1	0.9995	0.9825	1	1	0.9997	0.9798	1	1	0.9996	42.0553	21.6615	42.1344	5.1053	49.2288	6.2574	95.2541	17.7182	65.2387	12.0087	14.409	2.7338	181.0711	1.0394	130.3291	1.0598	173.0291	1.0275	152.8871	1.0658	3775
ENSG00000152234	ATP5A1	946.5	9971.5667	7081.6667	8616.6167	16719.35	13230.0667	171.5	1642.1667	1740.5	2310.3333	1013	1353.75	0.0123	0.0154	0.0152	0.0188	0.061	0.0671	0.067	0.0735	0.0568	0.0622	0.062	0.0677	0.0914	0.0961	0.096	0.1008	0.1303	0.1362	0.1361	0.1421	0.0448	0.0577	0.0567	0.072	0.1939	0.2149	0.2143	0.2366	0.2042	0.223	0.2225	0.2423	0.2796	0.3114	0.3105	0.3439	0.296	0.3232	0.3226	0.3508	61.3225	3916.6776	286.8144	3985.3533	332.4849	5016.0098	1039.6716	9784.3028	1253.6234	7952.0317	45.6748	744.9893	214.4999	783.5531	289.0724	1007.1309	174.2485	385.3448	254.6138	533.2219	5818
ENSG00000130513	GDF15	19	845	849	539	904.5	574	126.5	432	1618	1221	802.8333	985.5	0.4547	0.5102	0.5086	0.5649	0.7302	0.7868	0.7865	0.8378	0.693	0.7596	0.7592	0.8198	0.8047	0.857	0.857	0.9017	0.8463	0.9111	0.9117	0.958	0.7877	0.8935	0.8947	0.9623	0.988	1	1	0.9998	0.9901	1	1	0.9998	0.985	1	1	0.9997	0.985	1	1	0.9997	113.0377	108.6632	122.5699	33.3498	92.5061	29.4052	119.8159	20.1392	62.7093	6.2845	29.1357	3.6557	252.2681	1.0236	304.8068	1.014	200.28	1.0177	201.5168	1.0218	1200
ENSG00000171345	KRT19	5851.6667	75478.95	72801.5667	52227.25	104562.75	92166.7	1040.5	9907.75	15894.0833	14286.7917	6766.0833	8906.1667	0.0381	0.0401	0.0401	0.0421	0.1743	0.1777	0.1777	0.1811	0.1611	0.1649	0.1649	0.1688	0.2427	0.2458	0.2458	0.249	0.321	0.3246	0.3246	0.3282	0.1265	0.136	0.1358	0.1457	0.3921	0.4029	0.4028	0.4137	0.3882	0.3997	0.3996	0.4112	0.4541	0.4714	0.4712	0.4886	0.5115	0.5266	0.5265	0.5416	1024.5948	24524.8449	5975.2764	27650.787	4085.6447	20683.9894	12254.4861	37594.8641	14836.5979	30868.81	467.8103	2971.675	2241.2051	3322.1797	1968.9944	2957.7082	1067.4253	1197.1532	1568.0959	1409.6827	1390
ENSG00000105568	PPP2R1A	655	8447.5	7014	5675.2	10645.1667	9249	135	1432	2000	1933	894	1067.5	0.0144	0.0184	0.0181	0.0228	0.0884	0.0962	0.096	0.1043	0.0779	0.0862	0.0859	0.0948	0.1313	0.1387	0.1386	0.1462	0.1794	0.1881	0.1879	0.1968	0.0349	0.0493	0.0478	0.0657	0.2828	0.3084	0.3078	0.3344	0.2726	0.2987	0.298	0.3252	0.3401	0.381	0.3799	0.4224	0.4849	0.5254	0.5248	0.5655	51.1226	2728.839	354.6631	3331.3201	257.5537	2730.1353	812.9916	5049.7171	1023.4476	4418.5377	26.1786	504.783	267.4146	599.7569	245.0731	575.6252	143.2588	232.8327	217.5928	196.6452	5380
ENSG00000064932	SBNO2	199	2418	2306	1353	2912.7	2540.5	234	1078	1859	1616.5	1108.6667	1489	0.0762	0.0923	0.0913	0.1096	0.4716	0.5019	0.5014	0.532	0.4804	0.5202	0.5195	0.5597	0.6503	0.679	0.6788	0.707	0.7662	0.796	0.796	0.8241	0.0947	0.1227	0.1204	0.1533	0.6503	0.691	0.6906	0.73	0.5377	0.5801	0.5793	0.6215	0.813	0.8722	0.8718	0.9205	0.9794	1	1	0.9996	74.7676	735.4307	371.3288	368.7052	222.83	205.6002	497.2519	235.1819	417.082	107.0314	41.3506	295.7107	250.9889	112.369	216.8573	157.1364	89.8429	13.3217	149.5061	1.0638	4923
ENSG00000173801	JUP	1547.5	17509.8333	17319.6667	12352.8333	25827.1667	21906.9667	275	2810.1667	3710.5	3419.5	1678.8333	2221	0.0214	0.0247	0.0246	0.0282	0.1202	0.1262	0.1261	0.1322	0.1072	0.1138	0.1137	0.1206	0.1806	0.1861	0.1861	0.1917	0.2364	0.2429	0.2428	0.2494	0.0533	0.0658	0.065	0.0793	0.2942	0.314	0.3136	0.334	0.2449	0.2641	0.2636	0.2835	0.3832	0.415	0.4144	0.447	0.4418	0.4698	0.4694	0.4978	139.8292	5518.1782	1048.6203	7261.4624	691.7309	5386.7967	2467.3431	10790.1457	2858.8932	8912.4811	64.7891	919.701	461.3384	1008.1208	372.7215	1038.8583	267.2671	376.8538	403.8572	455.8555	3497
ENSG00000131473	ACLY	754.1667	8848.5	7328.3333	6897.6667	11551.5	9095.25	147	1843.3333	1883	2069.25	800	1038.5	0.0129	0.0166	0.0163	0.0206	0.1005	0.1086	0.1084	0.1169	0.0906	0.0983	0.0981	0.1063	0.165	0.1725	0.1724	0.1802	0.2664	0.2763	0.2762	0.2863	0.009	0.017	0.0157	0.0273	0.219	0.2422	0.2416	0.2661	0.192	0.2127	0.2121	0.234	0.3003	0.3401	0.3389	0.3808	0.4119	0.4491	0.4485	0.4864	48.7629	2892.7528	423.5042	3475.4771	382.1859	3506.1452	1157.3049	5551.2607	1506.4276	3945.2908	9.0582	521.0577	216.8019	678.2736	218.9487	810.521	127.3347	247.1134	216.1271	265.1624	4339
ENSG00000182087	TMEM259	360.5	5260	5062.1667	3038	7219.3333	6423.5	126	1819.5	2285.5	2057.5	1055.8333	1241	0.0364	0.0439	0.0435	0.052	0.1703	0.1835	0.1832	0.197	0.1501	0.1661	0.1656	0.1826	0.2352	0.2474	0.2472	0.2596	0.348	0.3623	0.3621	0.3766	0.0374	0.0511	0.0498	0.0664	0.2687	0.2939	0.2932	0.3196	0.2443	0.2705	0.2697	0.2974	0.4782	0.5241	0.5232	0.5695	0.6079	0.6517	0.6513	0.694	81.4784	1773.6101	417.0005	1855.5085	235.4344	1181.8529	836.4759	2545.2201	1103.9867	1943.4058	31.7012	588.6014	254.1831	610.8557	204.017	550.2179	169.1039	153.6718	215.3594	115.2133	2748
ENSG00000073008	PVR	697	8494.5	7924	5854.5	10497.5	8932.5	241	2530	3750.25	3478.75	1492	1873	0.0378	0.0436	0.0434	0.0498	0.2814	0.2938	0.2937	0.3064	0.2375	0.2507	0.2505	0.2641	0.4185	0.4303	0.4302	0.442	0.5867	0.6002	0.6001	0.6135	0.0449	0.057	0.0562	0.0702	0.4737	0.4969	0.4966	0.5199	0.4235	0.4465	0.4462	0.4694	0.5843	0.6228	0.6224	0.6604	0.793	0.8279	0.828	0.8601	138.4532	3033.872	1053.5092	2531.899	721.2995	2155.7932	2050.4366	2715.4547	2169.1653	1445.1591	51.6069	853.379	631.6201	639.7511	567.2195	703.3782	272.667	165.2428	282.751	58.8975	3325
ENSG00000069399	BCL3	57	627	850.5	534.5	964	620	172.5	304	855	728	503	673	0.1839	0.2305	0.2274	0.2799	0.6539	0.7099	0.7094	0.7625	0.5385	0.6052	0.6039	0.6694	0.7398	0.7924	0.7922	0.8399	0.7705	0.8341	0.8341	0.8884	0.1878	0.2617	0.2545	0.3412	0.8655	0.9366	0.9375	0.9786	0.7597	0.8341	0.8333	0.8958	0.9483	1	1	0.9988	0.9583	1	1	0.999	47.6011	158.9867	133.6112	54.7125	90.7449	59.3115	139.9656	36.8122	88.7967	17.8027	22.9154	64.7399	46.4992	3.4012	66.4574	13.3709	60.3904	1.1127	75.3557	1.1142	2038
ENSG00000105357	MYH14	601.5	8168.8333	7887	4963.8333	9735.8333	8995	197	2184.5	3021	2618	1118.5	1581	0.011	0.0151	0.0147	0.0197	0.0851	0.0934	0.0931	0.102	0.072	0.0815	0.0812	0.0916	0.1158	0.124	0.1238	0.1324	0.1633	0.1728	0.1727	0.1825	0.0291	0.0409	0.0397	0.0545	0.2436	0.2659	0.2653	0.2887	0.2032	0.2256	0.2248	0.2486	0.3198	0.3607	0.3594	0.4023	0.449	0.4866	0.4859	0.5241	32.4282	2113.9577	298.2243	2895.4986	171.6175	1933.2195	530.6025	3748.4644	725.0158	3469.9234	26.7668	626.6304	275.3624	760.2759	205.9819	707.2868	131.7478	233.5765	232.3053	245.1831	6896
ENSG00000197971	MBP	719	7516.5	5818.8333	5919.5	10280.8333	8275.5	320	2646	2674	3043.5	1375	2005	0.1053	0.114	0.1138	0.1231	0.4218	0.4376	0.4375	0.4534	0.407	0.4213	0.4212	0.4357	0.6337	0.6454	0.6454	0.657	0.7879	0.8003	0.8003	0.8123	0.1177	0.1334	0.1328	0.1498	0.5894	0.6158	0.6156	0.6417	0.5322	0.5552	0.5551	0.578	0.7547	0.7909	0.791	0.8247	0.9285	0.9577	0.958	0.9788	393.966	3060.6172	1165.4977	1498.0491	1351.6764	1856.4519	2942.9946	1617.269	2328.3613	581.1882	161.6867	1050.2413	574.6162	358.6479	706.8354	566.3385	288.2426	76.3386	164.3821	7.4437	9797
ENSG00000179218	CALR	912	11174.3333	9267	7932.5	15389.3333	13632.8333	144	1166	1582.5	1505.5	750.5	1080.5	0.0382	0.0431	0.0429	0.0483	0.1313	0.1394	0.1393	0.1477	0.1164	0.1247	0.1245	0.1331	0.1544	0.1609	0.1608	0.1674	0.2132	0.2209	0.2208	0.2286	0.0506	0.069	0.0672	0.0895	0.2589	0.2869	0.2861	0.3154	0.2164	0.2429	0.242	0.2702	0.2606	0.2999	0.2984	0.3405	0.3999	0.4369	0.4362	0.474	188.285	4180.3936	667.8345	4121.8458	527.5888	3704.4507	1388.6466	7244.6853	1734.9725	6119.6355	31.4527	424.5457	198.603	493.8333	166.5964	519.3285	106.4613	248.5651	211.0479	272.1362	1903
ENSG00000215472	RPL17-C18orf32	498.4333	4160.5143	4249.4214	4591.8619	6310.4322	5691.7857	129.7667	1142.7024	1141.8524	1608.0583	468.4429	572.6167	0.0056	0.01	0.0094	0.0154	0.0592	0.0678	0.0674	0.0768	0.0547	0.0624	0.0621	0.0706	0.0947	0.1029	0.1027	0.1113	0.1359	0.1456	0.1454	0.1555	0.0169	0.0289	0.0271	0.0437	0.1044	0.1266	0.1252	0.1503	0.113	0.1321	0.1312	0.1524	0.1882	0.2328	0.2301	0.2801	0.1524	0.1881	0.1858	0.2261	10.9512	1082.7224	150.823	2074.5078	156.9938	2357.2163	370.8427	3234.3575	510.3281	2994.0369	11.9937	401.4495	71.6959	494.7572	105.3667	692.0617	53.0045	174.6996	56.9009	245.6941	1440
ENSG00000265681	RPL17	728.7667	6203.231	5949.0548	6451.4953	9349.625	8444.8024	170.9333	1690.6524	1664.7024	2294.775	709.2762	863.2667	0.0138	0.0182	0.0178	0.0231	0.0637	0.071	0.0708	0.0786	0.0631	0.0699	0.0697	0.077	0.0939	0.1005	0.1004	0.1073	0.1297	0.1374	0.1372	0.1452	0.0478	0.0621	0.0609	0.0778	0.1206	0.1397	0.1389	0.1598	0.1282	0.1448	0.1442	0.1621	0.1971	0.2331	0.2313	0.2707	0.1747	0.2048	0.2034	0.2363	40.6084	2191.5776	225.4502	2949.9836	253.8772	3379.305	547.4338	4899.5698	729.3393	4580.4791	43.2069	652.7443	117.9866	726.32	167.6796	990.3131	82.8163	272.5643	94.6112	367.4113	914
ENSG00000099783	HNRNPM	605.5	7401	6908.1667	5143	9493	8570.8333	105	817.5	1215.5	1155	597	729	0.0216	0.0267	0.0264	0.0323	0.0942	0.1028	0.1026	0.1117	0.0792	0.0881	0.0878	0.0974	0.1076	0.1151	0.1149	0.1227	0.1438	0.1523	0.1521	0.161	0.0784	0.1053	0.1028	0.1351	0.3083	0.344	0.3429	0.3803	0.2581	0.2915	0.2903	0.3258	0.3049	0.3552	0.3532	0.4065	0.427	0.4762	0.4751	0.5252	66.1357	2406.5739	336.1508	2933.8897	232.715	2408.0672	560.2093	4308.2806	714.5632	3977.4596	33.1357	281.3832	161.5244	308.1452	141.7263	344.5938	84.9229	154.2652	132.763	146.1398	2568
ENSG00000160877	NACC1	426	4869.5	4605.5	2987.5	6692.5833	5893.4167	109	1802.5	2124	1966.5	888	1093.5	0.0348	0.0425	0.0421	0.0508	0.2072	0.2219	0.2216	0.237	0.1936	0.211	0.2106	0.2289	0.3339	0.3478	0.3477	0.3618	0.4671	0.4828	0.4827	0.4986	0.0268	0.039	0.0377	0.0531	0.2662	0.2918	0.2911	0.3179	0.2578	0.2838	0.2831	0.3104	0.347	0.3901	0.3889	0.4338	0.5352	0.5778	0.5772	0.6196	72.9412	1641.8557	468.1687	1641.3205	304.2938	1137.551	1100.0045	2062.6615	1311.072	1404.4094	22.6385	557.6819	244.1409	592.6059	224.7879	567.321	132.7694	207.6519	213.5631	156.1707	4445
ENSG00000160888	IER2	237.5	4213	4890.3333	2942.5	5219.5	3761	341.5	1393.5	4884	4175	2183.5	2531.5	0.51	0.5361	0.5358	0.5619	0.8448	0.8685	0.8685	0.8903	0.8632	0.8924	0.8925	0.9182	0.8542	0.8747	0.8748	0.8938	0.8688	0.8921	0.8922	0.9132	0.5528	0.6008	0.5999	0.6474	0.9591	0.992	0.9889	0.9968	0.984	1	1	0.9996	0.9857	1	1	0.9997	0.9869	1	1	0.9997	536.3833	464.3124	517.0132	78.4494	305.1498	36.9433	663.1772	95.1224	471.0735	57.1283	173.7726	115.6175	114.4833	2.0339	199.5719	1.1159	215.676	1.0546	235.9629	1.0566	2934
ENSG00000272333	KMT2B	227	2920.5	2554.3333	1551.5	3227.5	3296	143	1472	1974	1612.5	874.5	1150.5	0.0582	0.0707	0.0699	0.0841	0.538	0.5664	0.5661	0.5944	0.4248	0.4581	0.4575	0.4913	0.7124	0.7379	0.7378	0.7625	0.8333	0.8571	0.8572	0.8793	0.0707	0.0906	0.0891	0.1124	0.4978	0.5313	0.5308	0.5645	0.4119	0.4474	0.4467	0.483	0.6647	0.7208	0.7203	0.7732	0.9065	0.9606	0.961	0.9879	74.9991	986.15	472.8829	362.1176	277.8887	328.8643	613.205	217.9354	534.7396	89.2673	46.1089	462.7504	321.5001	283.7216	236.2348	291.8374	132.5621	51.4643	61.6028	2.8955	8469
ENSG00000011304	PTBP1	1176.5	15497.5	12910	9830.5	19653	16067.25	292	4609	5377.8333	5370.8333	2299	2735	0.0672	0.0726	0.0725	0.0782	0.157	0.1645	0.1644	0.1722	0.149	0.1574	0.1573	0.1659	0.1894	0.1957	0.1957	0.2021	0.2495	0.2571	0.257	0.2648	0.1025	0.1147	0.1142	0.1274	0.3271	0.3438	0.3435	0.3605	0.2892	0.3053	0.305	0.3215	0.3396	0.3651	0.3646	0.3908	0.4503	0.475	0.4747	0.4997	444.3986	5675.2256	1054.6515	5355.1184	795.4117	4258.1322	2044.6814	8402.354	2281.3396	6591.7472	202.8563	1566.4083	753.2475	1438.1242	672.9934	1531.8115	348.1476	605.5847	524.3139	579.5994	4661
ENSG00000221983	UBA52	452.5	5676.8333	4645.5	4183	7820.125	6926.8333	125	1357	1482.5	1606	671.5	774.5	0.0212	0.0267	0.0264	0.0328	0.0566	0.0647	0.0643	0.0731	0.0536	0.0618	0.0615	0.0705	0.1038	0.1115	0.1113	0.1194	0.1326	0.1414	0.1413	0.1504	0.0298	0.0437	0.0422	0.0597	0.1199	0.1407	0.1397	0.1626	0.1013	0.1201	0.1191	0.14	0.1055	0.1351	0.1329	0.1672	0.178	0.211	0.2093	0.2456	56.1134	2042.0456	155.2291	2245.478	135.8194	2060.2361	491.6172	3916.6746	588.5361	3572.6488	21.8958	479.0694	101.0393	617.2229	91.5077	670.4434	44.6053	285.5785	82.7232	309.4367	2845
ENSG00000071626	DAZAP1	323	4290	4131.25	2808.5	5585.8333	4878.5	115	1323	1677	1533	708.3333	842	0.0584	0.069	0.0684	0.0802	0.2097	0.2261	0.2258	0.2429	0.1983	0.2168	0.2163	0.2359	0.2891	0.3039	0.3037	0.3189	0.3682	0.3849	0.3847	0.4017	0.0966	0.1206	0.1189	0.1464	0.3453	0.3787	0.3778	0.4124	0.2884	0.3197	0.3188	0.3517	0.4552	0.5089	0.5077	0.5621	0.5116	0.5603	0.5596	0.6081	100.0869	1351.2412	390.0902	1335.0951	281.256	1015.9113	782.4627	1792.2083	879.074	1404.8226	55.4215	404.2744	213.634	350.6816	187.7603	399.5779	120.0393	115.9439	159.7171	125.4442	3943
ENSG00000115268	RPS15	518.1667	7397.3333	7665.0833	5220.75	9117.2833	8407.0833	105.3333	1057.1667	1457.1667	1392	553.5	714.3333	0.0211	0.0269	0.0265	0.0332	0.0663	0.074	0.0737	0.082	0.0517	0.0601	0.0597	0.069	0.1047	0.113	0.1128	0.1215	0.1273	0.1363	0.1361	0.1456	0.0632	0.088	0.0854	0.1158	0.2021	0.2331	0.2317	0.2653	0.1847	0.2157	0.2142	0.248	0.2634	0.3209	0.3177	0.3804	0.2273	0.273	0.2705	0.3206	52.1108	1887.1783	222.0457	2779.4004	122.8545	1921.4377	430.9843	3382.8971	519.373	3290.3241	27.2986	282.909	112.6594	370.719	97.9923	356.4253	54.9506	116.3894	67.0545	178.6709	1602
ENSG00000126247	CAPNS1	698	7755.5	6803.8333	5762.3333	11765.8333	10508.5833	131	1396.1667	1783.6667	1658.1667	745	926.6667	0.0082	0.0116	0.0113	0.0155	0.0522	0.0587	0.0585	0.0656	0.0457	0.0523	0.052	0.0593	0.0752	0.0808	0.0806	0.0865	0.1027	0.1092	0.109	0.1158	0.0407	0.056	0.0545	0.0733	0.161	0.1827	0.1819	0.2053	0.1758	0.1995	0.1986	0.2241	0.2382	0.2779	0.2762	0.319	0.2475	0.2823	0.281	0.3182	26.7331	2273.3098	196.1314	3143.2955	153.5753	2781.3986	499.785	5687.7093	662.7141	5408.3933	29.7972	501.7762	149.6523	669.4554	147.2617	591.0186	91.9972	239.1067	123.437	313.872	1918
ENSG00000104852	SNRNP70	530.5	7536.5	7172.5	4368.5	9009.5	8656	265	2611	3930.5	3401.5	1591.5	1867.5	0.0633	0.0715	0.0712	0.0801	0.3151	0.3303	0.3301	0.3457	0.2645	0.2821	0.2818	0.3	0.4111	0.4251	0.425	0.439	0.5284	0.5433	0.5432	0.5582	0.1047	0.1226	0.1217	0.1414	0.4187	0.4421	0.4417	0.4654	0.4405	0.4659	0.4655	0.4912	0.6139	0.6542	0.6538	0.6931	0.788	0.8259	0.8259	0.8605	181.1185	2350.7838	845.6453	1714.6457	489.6303	1246.0319	1442.542	1951.1809	1648.5447	1385.7343	105.7598	757.0891	541.4117	683.4543	487.6645	559.2645	254.5841	134.713	243.1734	51.4038	3221
ENSG00000105373	NOP53	366.5	4892.5	5241.8333	3004	6452.3333	5954	145.5	1502	2373.8333	1939.5	884	1143	0.0785	0.0905	0.09	0.1031	0.1676	0.1818	0.1814	0.1963	0.1522	0.1701	0.1695	0.1886	0.2087	0.2223	0.222	0.2361	0.2704	0.2855	0.2852	0.3007	0.1046	0.1306	0.1289	0.1587	0.2809	0.3089	0.3081	0.3373	0.2998	0.3318	0.3309	0.3644	0.406	0.46	0.4583	0.514	0.4288	0.4748	0.4737	0.5206	132.0699	1327.4571	354.9239	1597.7072	196.783	960.2288	553.3222	1935.7474	684.2522	1712.9225	54.5571	363.0838	223.7885	500.8762	190.0848	382.8806	105.5248	123.9718	151.5014	167.6946	4185
ENSG00000172270	BSG	748	10685.5	9115.5	6776	13959.6667	11848.8333	147	1568.5	2030.5	1911	953	1144	0.0094	0.0125	0.0122	0.0159	0.0481	0.0536	0.0535	0.0595	0.0408	0.0468	0.0465	0.0531	0.072	0.077	0.0769	0.0822	0.1	0.1062	0.1061	0.1124	0.0227	0.0342	0.0328	0.0478	0.1004	0.1177	0.1169	0.136	0.1001	0.1176	0.1167	0.1362	0.1193	0.146	0.1443	0.1745	0.1628	0.1898	0.1886	0.2181	39.6584	3135.1478	226.1208	3988.752	150.2847	3061.1671	561.9299	6733.8651	707.5568	5956.4504	19.2365	541.9977	104.2524	781.3439	100.6379	754.8189	64.3083	376.3	103.0338	439.7967	2155
